Id,Label,io,iob,year,field,field2,type,polygon_field,color_field,polygon_io,color_io,color_io2,polygon
1061,UN2008Res63241,UN,UNGA,2008,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
1062,UN2009GenComCESCR20,UN,CESCR,2009,EcoSoc,Discrimination,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1063,UN2009GenComCESCR21,UN,CESCR,2009,EcoSoc,Culture,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1064,UN2009GenComCRC11,UN,CRC,2009,Discrimination,Indig,GenCom,6,#d62728,,#1f77b4,#88540e,3
1065,UN2009GenComCRC12,UN,CRC,2009,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1066,UN2009GenRecCERD32,UN,CERD,2009,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
1067,UN2009GenRecCERD33,UN,CERD,2009,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
1068,UN2009HRCouncRes102,UN,HRC,2009,Civil,,Res,4,#1f77b4,,#1f77b4,#7edff1,0
1069,UN2009HRCres104,UN,HRC,2009,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1070,UN2009HRCres1218,UN,HRC,2009,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1071,UN2009HRCres128,UN,HRC,2009,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1072,UN2009Res64142,UN,UNGA,2009,General,Children,Res,,#2ca02c,,#1f77b4,#1144a3,0
1073,UN2009Res64179,UN,UNGA,2009,NonHR,NonHR-Crime,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1074,UN2009Res64180,UN,UNGA,2009,NonHR,NonHR-Crime,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1075,UN2009Res64181,UN,UNGA,2009,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1076,UN2009Res64198,UN,UNGA,2009,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
1077,UN2009Res64236,UN,UNGA,2009,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1078,UN2010CBDNagoyaProt,UN,CBD,2010,NonHR,,Prot,,#c7c7c7,6,#873b52,,0
1079,UN2010GenRecCEDAW27,UN,CEDAW,2010,Discrimination,Elderly,GenRec,6,#d62728,,#1f77b4,#94290f,3
1080,UN2010GenRecCEDAW28,UN,CEDAW,2010,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
1081,UN2010HRCres1522,UN,HRC,2010,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1082,UN2010HRCres159,UN,HRC,2010,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1083,UN2010Res64292,UN,UNGA,2010,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
1084,UN2010Res64293,UN,UNGA,2010,Civil,Traffick,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1085,UN2010Res651,UN,UNGA,2010,NonHR,NonHR-SustDev,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1086,UN2010Res65153,UN,UNGA,2010,NonHR,NonHR-Institutions,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1087,UN2010Res65154,UN,UNGA,2010,NonHR,NonHR-Institutions,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1088,UN2010Res6519,UN,UNGA,2010,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1089,UN2010Res65206,UN,UNGA,2010,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1090,UN2010Res65213,UN,UNGA,2010,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1091,UN2010Res65231,UN,UNGA,2010,NonHR,NonHR-Crime,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1092,UN2010RuleWomenPrison,UN,UNGA,2010,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
1093,UN2010SalvadorDec,UN,UNGA,2010,Civil,JustSys,Decl,4,#1f77b4,,#1f77b4,#1144a3,0
1094,UN2010SalvadorDecRes65230,UN,UNGA,2010,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1095,UN2011CRCOPCommProc,UN,UNGA,2011,Institution,Children,OP,,#9467bd,,#1f77b4,#1144a3,0
1096,UN2011DeclHREdu,UN,UNGA,2011,EcoSoc,Edu,Decl,5,#ff7f0e,,#1f77b4,#1144a3,0
1097,UN2011GenComCCPR34,UN,CCPR,2011,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
1098,UN2011GenComCMW1,UN,CMW,2011,EcoSoc,Migrate,GenCom,5,#ff7f0e,,#1f77b4,#6f700f,3
1099,UN2011GenComCRC13,UN,CRC,2011,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1100,UN2011GenRecCERD34,UN,CERD,2011,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
1101,UN2011GuidPrincBiz,UN,HRC,2011,EcoSoc,Biz,Guide,5,#ff7f0e,,#1f77b4,#7edff1,0
1102,UN2011HRCounRes1812,UN,HRC,2011,Civil,,Res,4,#1f77b4,,#1f77b4,#7edff1,0
1103,UN2011HRCres1611,UN,HRC,2011,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1104,UN2011HRCres162,UN,HRC,2011,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1105,UN2011HRCres1621,UN,HRC,2011,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
1106,UN2011HRCres174,UN,HRC,2011,EcoSoc,Biz,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1107,UN2011HRCres181,UN,HRC,2011,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1108,UN2011HRCres1811,UN,HRC,2011,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1109,UN2011HRCres1822,UN,HRC,2011,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1110,UN2011HRCres65281,UN,HRC,2011,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
1111,UN2011Res66179,UN,UNGA,2011,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1112,UN2012CSWRes562,UN,CSW,2012,Discrimination,Women,Res,6,#d62728,,#1f77b4,,0
1113,UN2012CSWRes564,UN,CSW,2012,Discrimination,Women,Res,6,#d62728,,#1f77b4,,0
1114,UN2012GenComCAT3,UN,CAT,2012,Civil,PhysInt,GenCom,4,#1f77b4,,#1f77b4,#5b0e87,3
1115,UN2012HRCRabatAction,UN,HRC,2012,Political,,AP,3,#e377c2,,#1f77b4,,0
1116,UN2012HRCres1910,UN,HRC,2012,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1117,UN2012HRCres195,UN,HRC,2012,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1118,UN2012HRCres2111,UN,HRC,2012,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1119,UN2012HRCres2117,UN,HRC,2012,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1120,UN2012HRCres212,UN,HRC,2012,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1121,UN2012PrincGuidAccesRes67187,UN,UNGA,2012,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
1122,UN2012Res66288,UN,UNGA,2012,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1123,UN2012Res671,UN,UNGA,2012,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1124,UN2012Res67166,UN,UNGA,2012,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1125,UN2012Res67176,UN,UNGA,2012,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1126,UN2012Res67184,UN,UNGA,2012,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1127,UN2012Res67188,UN,UNGA,2012,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1128,UN2012Res67218,UN,UNGA,2012,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1129,UN2013ArmsTradeTreaty,UN,COP,2013,NonHR,,Conv,,#c7c7c7,,#1f77b4,,0
1130,UN2013GenComCMW2,UN,CMW,2013,EcoSoc,Migrate,GenCom,5,#ff7f0e,,#1f77b4,#6f700f,3
1131,UN2013GenComCRC14,UN,CRC,2013,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1132,UN2013GenComCRC15,UN,CRC,2013,EcoSoc,Children,GenCom,5,#ff7f0e,,#1f77b4,#c332e9,3
1133,UN2013GenComCRC16,UN,CRC,2013,EcoSoc,Children,GenCom,5,#ff7f0e,,#1f77b4,#c332e9,3
1134,UN2013GenComCRC17,UN,CRC,2013,Civil,Children,GenCom,4,#1f77b4,,#1f77b4,#c332e9,3
1135,UN2013GenRecCEDAW29,UN,CEDAW,2013,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
1136,UN2013GenRecCEDAW30,UN,CEDAW,2013,Civil,Women,GenRec,4,#1f77b4,,#1f77b4,#94290f,3
1137,UN2013GenRecCERD35,UN,CERD,2013,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
1138,UN2013HRCouncRes2412,UN,HRC,2013,Civil,,Res,4,#1f77b4,,#1f77b4,#7edff1,0
1139,UN2013HRCres225,UN,HRC,2013,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1140,UN2013HRCres239,UN,HRC,2013,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1141,UN2013HRCres2418,UN,HRC,2013,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1142,UN2013Res67291,UN,UNGA,2013,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
1143,UN2013Res68104,UN,UNGA,2013,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1144,UN2013Res68156,UN,UNGA,2013,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1145,UN2013Res68157,UN,UNGA,2013,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
1146,UN2013Res68181,UN,UNGA,2013,General,Women,Res,,#2ca02c,,#1f77b4,#1144a3,0
1147,UN2013Res68190,UN,UNGA,2013,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1148,UN2013Res686,UN,UNGA,2013,NonHR,NonHR-SustDev,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1149,UN2014CSWRes582,UN,CSW,2014,Discrimination,Women,Res,6,#d62728,,#1f77b4,,0
1150,UN2014GenComCCPR35,UN,CCPR,2014,Civil,PhysInt,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
1151,UN2014GenComCRC18CEDAW31,UN,CEDAW,2014,Discrimination,,GenCom,6,#d62728,,#1f77b4,#94290f,3
1152,UN2014GenComCRPD1,UN,CRPD,2014,Discrimination,Disab,GenCom,6,#d62728,,#1f77b4,#f7c1e7,3
1153,UN2014GenComCRPD2,UN,CRPD,2014,Discrimination,Disab,GenCom,6,#d62728,,#1f77b4,#f7c1e7,3
1154,UN2014GenRecCEDAW32,UN,CEDAW,2014,Political,Women,GenRec,3,#e377c2,,#1f77b4,#94290f,3
1155,UN2014HRCRes256,UN,HRC,2014,Civil,Children,Res,4,#1f77b4,,#1f77b4,#7edff1,0
1156,UN2014HRCRes2627,UN,HRC,2014,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1157,UN2014HRCres2511,UN,HRC,2014,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1158,UN2014HRCres2521,UN,HRC,2014,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1159,UN2014HRCres2622,UN,HRC,2014,EcoSoc,Biz,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1160,UN2014HRCres2723,UN,HRC,2014,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1161,UN2014HRCres277,UN,HRC,2014,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1162,UN2014Res69157,UN,UNGA,2014,General,Children,Res,,#2ca02c,,#1f77b4,#1144a3,0
1163,UN2014Res69172,UN,UNGA,2014,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1164,UN2014Res69186,UN,UNGA,2014,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1165,UN2014Res69192,UN,UNGA,2014,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1166,UN2015GenRecCEDAW33,UN,CEDAW,2015,Civil,Women,GenRec,4,#1f77b4,,#1f77b4,#94290f,3
1167,UN2015HRCRes2915,UN,HRC,2015,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1168,UN2015HRCres2811,UN,HRC,2015,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1169,UN2015HRCres2819,UN,HRC,2015,General,Children,Res,,#2ca02c,,#1f77b4,#7edff1,0
1170,UN2015Res69313AdAbActAg,UN,UNGA,2015,NonHR,NonHR-SustDev,Res,7,#8c564b,,#1f77b4,#1144a3,0
1171,UN2015Res701,UN,UNGA,2015,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
1172,UN2015Res70169,UN,UNGA,2015,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
1173,UN2015StandMinRulePrison,UN,UNGA,2015,Civil,JustSys,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
1174,UN2016GenComCESCR22,UN,CESCR,2016,EcoSoc,Living,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1175,UN2016GenComCESCR23,UN,CESCR,2016,EcoSoc,,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1176,UN2016GenComCRC19,UN,CRC,2016,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1177,UN2016GenComCRC20,UN,CRC,2016,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1178,UN2016GenComCRPD3,UN,CRPD,2016,Discrimination,Women,GenCom,6,#d62728,,#1f77b4,#f7c1e7,3
1179,UN2016GenComCRPD4,UN,CRPD,2016,EcoSoc,Disab,GenCom,5,#ff7f0e,,#1f77b4,#f7c1e7,3
1180,UN2016GenRecCEDAW34,UN,CEDAW,2016,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
1181,UN2016HRCres3132,UN,HRC,2016,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1182,UN2016HRCres318,UN,HRC,2016,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1183,UN2016HRCres3210,UN,HRC,2016,EcoSoc,Biz,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
1184,UN2016HRCres3219,UN,HRC,2016,Discrimination,Women,Res,6,#d62728,,#1f77b4,#7edff1,0
1185,UN2016HabitatIII,UN,COP,2016,EcoSoc,,Decl,5,#ff7f0e,,#1f77b4,,0
1186,UN2016Res711,UN,UNGA,2016,Political,Refugee,Res,3,#e377c2,,#1f77b4,#1144a3,0
1187,UN2016Res71187,UN,UNGA,2016,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
1188,UN2017GenComCAT4,UN,CAT,2017,Civil,PhysInt,GenCom,4,#1f77b4,,#1f77b4,#5b0e87,3
1189,UN2017GenComCESCR24,UN,CESCR,2017,EcoSoc,,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1190,UN2017GenComCRC21,UN,CRC,2017,EcoSoc,Children,GenCom,5,#ff7f0e,,#1f77b4,#c332e9,3
1191,UN2017GenComCRC22CMW3,UN,CMW,2017,Discrimination,,GenCom,6,#d62728,,#1f77b4,#6f700f,3
1192,UN2017GenComCRC23CMW4,UN,CMW,2017,Discrimination,,GenCom,6,#d62728,,#1f77b4,#6f700f,3
1193,UN2017GenComCRPD5,UN,CRPD,2017,EcoSoc,Disab,GenCom,5,#ff7f0e,,#1f77b4,#f7c1e7,3
1194,UN2017GenRecCEDAW35,UN,CEDAW,2017,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
1195,UN2017GenRecCEDAW36,UN,CEDAW,2017,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
1196,UN2017HRCres3420,UN,HRC,2017,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1197,UN2017HRCres3615,UN,HRC,2017,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1198,UN2018DeclRightPeasant,UN,UNGA,2018,EcoSoc,,Decl,5,#ff7f0e,,#1f77b4,#1144a3,0
1199,UN2018GenComCCPR36,UN,CCPR,2018,Civil,PhysInt,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
1200,UN2018GenComCRPD6,UN,CRPD,2018,Discrimination,Disab,GenCom,6,#d62728,,#1f77b4,#f7c1e7,3
1201,UN2018GenComCRPD7,UN,CRPD,2018,Discrimination,Disab,GenCom,6,#d62728,,#1f77b4,#f7c1e7,3
1202,UN2018GenRecCEDAW37,UN,CEDAW,2018,Discrimination,Enviro,GenRec,6,#d62728,,#1f77b4,#94290f,3
1203,UN2018GlobalCompRefug,UN,UNGA,2018,Political,Refugee,,3,#e377c2,,#1f77b4,#1144a3,0
1204,UN2018HRCres378,UN,HRC,2018,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1205,UN2018HRCres3811,UN,HRC,2018,Political,Assembly,Res,3,#e377c2,,#1f77b4,#7edff1,0
1206,UN2018Res73195,UN,UNGA,2018,Political,Refugee,Res,3,#e377c2,,#1f77b4,#1144a3,0
1207,UN2018SCRes2427,UN,UNSC,2018,Discrimination,Children,Res,6,#d62728,,#1f77b4,#f7afdb,0
1208,UN2019GenComCRC18CEDAW31Rev,UN,CEDAW,2019,Discrimination,,GenCom,6,#d62728,,#1f77b4,#94290f,3
1209,UN2019GenComCRC24,UN,CRC,2019,Civil,Children,GenCom,4,#1f77b4,,#1f77b4,#c332e9,3
1210,UN2019HRCres4221,UN,HRC,2019,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1211,UN2019Res74148,UN,UNGA,2019,Political,Refugee,Res,3,#e377c2,,#1f77b4,#1144a3,0
1212,UN2020GenComCCPR37,UN,CCPR,2020,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
1213,UN2020GenComCESCR25,UN,CESCR,2020,EcoSoc,Develop,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1214,UN2020GenRecCEDAW38,UN,CEDAW,2020,Political,Discrimination,GenRec,3,#e377c2,,#1f77b4,#94290f,3
1215,UN2020GenRecCERD36,UN,CERD,2020,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
1216,UN2020HRCres447,UN,HRC,2020,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1217,UN2020HRCres4517,UN,HRC,2020,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1218,UN2020HRCres4530,UN,HRC,2020,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1219,UN2020LessLethalLawEnforc,UN,OHCHR,2020,Civil,JustSys,Guide,4,#1f77b4,,#1f77b4,,0
1220,UN2021GenComCMW5,UN,CMW,2021,Discrimination,Labor,GenCom,6,#d62728,,#1f77b4,,3
1221,UN2021GenComCRC25,UN,CRC,2021,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1222,UN2021HRCres467,UN,HRC,2021,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1223,UN2021HRCres4813,UN,HRC,2021,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
1224,UN2022GenComCESCR26,UN,CESCR,2022,EcoSoc,,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
1225,UN2022GenComCRPD8,UN,CRPD,2022,Discrimination,Labor,GenCom,6,#d62728,,#1f77b4,#f7c1e7,3
1226,UN2022GenRecCEDAW39,UN,CEDAW,2022,Discrimination,Indig,GenRec,6,#d62728,,#1f77b4,#94290f,3
1227,UN2022Res76300,UN,UNGA,2022,Community,Enviro,Res,7,#8c564b,,#1f77b4,#1144a3,0
1228,UN2023GenComCED1,UN,CED,2023,Civil,Migrate,GenCom,4,#1f77b4,,#1f77b4,#f8ff44,3
1229,UN2023GenComCRC26,UN,CRC,2023,Discrimination,Enviro,GenCom,6,#d62728,,#1f77b4,#c332e9,3
1230,UNCCD1994,UNCCD,COP,1994,NonHR,,Conv,,#c7c7c7,5,#1b120c,,0
1231,UNESCO1945Const,UNESCO,COP,1945,General,,Const,,#2ca02c,5,#85ca84,,0
1232,UNESCO1960DiscEduConv,UNESCO,GC,1960,EcoSoc,Edu,Conv,5,#ff7f0e,5,#85ca84,,0
1233,UNESCO1966PrincCultCoop,UNESCO,GC,1966,Community,Culture,Decl,7,#8c564b,5,#85ca84,,0
1234,UNESCO1971Copyright,UNESCO,GC,1971,NonHR,,Conv,,#c7c7c7,5,#85ca84,,0
1235,UNESCO1974StatusResearch,UNESCO,GC,1974,NonHR,,Rec,,#c7c7c7,5,#85ca84,,0
1236,UNESCO1978RacePreDecl,UNESCO,GC,1978,Discrimination,Race,Decl,6,#d62728,5,#85ca84,,0
1237,UNESCO1994Salamanca,UNESCO,WC,1994,EcoSoc,Edu,,5,#ff7f0e,5,#85ca84,,0
1238,UNESCO1997HumGenDecl,UNESCO,GC,1997,Civil,Bio,Decl,4,#1f77b4,5,#85ca84,,0
1239,UNESCO1997RecStatusHighEdTeach,UNESCO,GC,1997,EcoSoc,Edu,Rec,5,#ff7f0e,5,#85ca84,,0
1240,UNESCO2000DakarFrame,UNESCO,GC,2000,EcoSoc,Edu,Guide,5,#ff7f0e,5,#85ca84,,0
1241,UNESCO2001CultDivDecl,UNESCO,GC,2001,Community,Culture,Decl,7,#8c564b,5,#85ca84,,0
1242,UNESCO2004AccessEducAll,UNESCO,,2004,EcoSoc,Edu,Guide,5,#ff7f0e,5,#85ca84,,0
1243,UNESCO2005ConvDivCult,UNESCO,GC,2005,Civil,Culture,Conv,4,#1f77b4,5,#85ca84,,0
1244,UNESCO2005UnivDecBioethHR,UNESCO,GC,2005,General,Bio,Decl,,#2ca02c,5,#85ca84,,0
1245,UNESCO2009VeniceStatem,UNESCO,COP,2009,EcoSoc,,,5,#ff7f0e,5,#85ca84,,0
1246,UNESCO_ILO1966RecStatusTeachers,UNESCO,ILO,1966,EcoSoc,Edu,Rec,5,#ff7f0e,5,#85ca84,,0
1247,UNFCCC1992,UNFCCC,COP,1992,NonHR,,Conv,,#c7c7c7,6,#487131,,0
1248,UNFCCC2014CoPDec18CP20,UNFCCC,COP,2014,Discrimination,Enviro,Dec,6,#d62728,6,#487131,,0
1249,UNFCCC2015Paris,UNFCCC,COP,2015,NonHR,NonHR-Environment,Agre,,#c7c7c7,6,#487131,,0
1250,UNHCR2012DetentionGuideli,UN,UNHCR,2012,Civil,Refugee,Guide,4,#1f77b4,,#1f77b4,,0
1251,UNSC1993Res872,UN,UNSC,1993,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#f7afdb,0
1252,UNSC1994StatIntTribRWD,UN,UNSC,1994,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#f7afdb,0
1253,UNSC2000Res1325,UN,UNSC,2000,Discrimination,Women,Res,6,#d62728,,#1f77b4,#f7afdb,0
1254,UNSC2001Res1379,UN,UNSC,2001,NonHR,,Res,,#c7c7c7,,#1f77b4,#f7afdb,0
1255,UNSC2003Res1460,UN,UNSC,2003,NonHR,,Res,,#c7c7c7,,#1f77b4,#f7afdb,0
1256,UNSC2004Res1539,UN,UNSC,2004,NonHR,,Res,,#c7c7c7,,#1f77b4,#f7afdb,0
1257,UNSC2008Res1820,UN,UNSC,2008,IHL,,Res,8,#7f7f7f,,#1f77b4,#f7afdb,0
1258,UNSC2009Res1888,UN,UNSC,2009,IHL,,Res,8,#7f7f7f,,#1f77b4,#f7afdb,0
1259,UNSC2009Res1889,UN,UNSC,2009,Political,Women,Res,3,#e377c2,,#1f77b4,#f7afdb,0
1260,UNSC2009StatIntTribFRY,UN,UNSC,2009,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#f7afdb,0
1261,UNSC2010Res1960,UN,UNSC,2005,IHL,,Res,8,#7f7f7f,,#1f77b4,#f7afdb,0
1262,UNSC2011Res1983,UN,UNSC,2011,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#f7afdb,0
1263,UNSC2013Res2106,UN,UNSC,2013,Civil,,Res,4,#1f77b4,,#1f77b4,#f7afdb,0
1264,UNSC2013Res2122,UN,UNSC,2013,Political,,Res,3,#e377c2,,#1f77b4,#f7afdb,0
1265,VC_OSCE2019GuideFreePeaceAssembl,VC,OSCE,2019,Political,Assembly,Guide,3,#e377c2,,,,0
1266,WC1990EducationForAll,WC,,1990,EcoSoc,Edu,Decl,5,#ff7f0e,,#8c564b,,0
1267,WC1995WomenAction,WC,,1995,Discrimination,Women,AP,6,#d62728,,#8c564b,,0
1268,WC1995WomenDecl,WC,,1995,Discrimination,Women,Decl,6,#d62728,,#8c564b,,0
1269,WFC1974DeclEraHunger,WFC,COP,1974,EcoSoc,,Decl,5,#ff7f0e,5,#9c9cd4,,0
1270,WHO1946Const,IHC,,1946,NonHR,,Const,,#c7c7c7,5,,,0
1271,WHO1978DecAlmaAta,WHO,COP,1978,NonHR,NonHR-Health,Decl,,#c7c7c7,5,#b01427,,0
1272,WHO1988ResWHA4124,WHO,WHA,1988,Discrimination,Living,Res,5,#ff7f0e,5,#b01427,,0
1273,WHO1994DecOccpHealth,WHO,,1994,EcoSoc,Labor,Decl,5,#ff7f0e,5,#b01427,,0
1274,WHO1994ResWHA4710,WHO,WHA,1994,EcoSoc,Living,Res,5,#ff7f0e,5,#b01427,,0
1275,WHO2012ResWHA654,WHO,WHA,2012,EcoSoc,Living,Res,5,#ff7f0e,5,#b01427,,0
1276,WIPO1977MircoOrg,WIPO,COP,1977,NonHR,,Conv,,#c7c7c7,5,#e3ea36,,0
1277,WTO1996TRIPS,WTO,COP,1996,NonHR,,Agre,,#c7c7c7,9,#6c37ea,,0
